Start Time (s),End Time (s)
679.7553191489362,679.7553191489362
685.2940661938535,685.2940661938535
784.1858770685579,785.0922174940898
787.4084208037825,787.4084208037825
877.9417588652483,877.9417588652483
1073.610586288416,1073.8119952718678
1078.2429929078014,1078.444401891253
1089.320486997636,1089.6226004728132
1552.9639669030732,1553.165375886525
1562.228780141844,1562.8330070921986
2130.2021134751776,2130.6049314420807
2237.5531016548466,2248.7313002364067
